Chemical,logFC,AveExpr,t,P.Value,adj.P.Val,B
PS.20.2.11Z.14Z..22.2.13Z.16Z.....14.808771,-0.103350607,-0.030959075,-0.325624349,0.748774476,0.96264345,-4.641214575
C19.H16.O.S,-0.095360996,-1.121659429,-0.325599724,0.748792775,0.96264345,-4.641215398
C46.H76.N10.O5...20.907806,0.108676831,-1.350197424,0.324048032,0.749946227,0.963314766,-4.641267138
PS.22.1.11Z..18.0....16.36923,-0.134532557,-0.635836646,-0.321763442,0.751645591,0.964685595,-4.641342878
PE.17.0.23.0..U....19.474354,0.097027236,-2.242767457,0.320897285,0.752290216,0.964701571,-4.641371456
C5.H6.Cl.N.S4...1.7958887,0.132351907,-0.704956214,0.318344851,0.754190924,0.96632691,-4.641455235
X846.6231.21.04337,0.115981679,-1.141853575,0.314370014,0.757154084,0.969309675,-4.6415844
PG.P.20.0.19.0.,0.119292464,0.200643534,0.311589918,0.759228913,0.971151149,-4.641673798
C35.H74.N18.O4.S...13.879658,0.11458357,-0.818690004,0.30879502,0.761316698,0.973006098,-4.641762889
PS.18.1.9Z..22.1.11Z.....15.173,0.109375343,-0.129414766,0.304904685,0.764225934,0.975300731,-4.641885591
X17.20.dimethyl.Prostaglandin.F1.,0.084017557,2.109145405,0.304684968,0.76439035,0.975300731,-4.641892476
PS.18.1.9Z..22.1.11Z.....15.020888,0.097471993,0.001824591,0.303706609,0.765122604,0.97541946,-4.641923072
X2.3.Diketo.L.gulonate...1.0381304,0.106355021,-0.402665713,0.300747961,0.7673384,0.977427712,-4.642015012
PS.22.4.7Z.10Z.13Z.16Z..22.1.11Z.....17.729277,0.073177693,-0.123242168,0.297399592,0.769848576,0.979807278,-4.642118
X2.Methylerythritol,-0.100297274,1.137595122,-0.295921079,0.770957815,0.980401355,-4.642163115
PS.18.1.9Z..22.2.13Z.16Z.....14.370178,-0.105060332,-2.06361569,-0.293323345,0.772907978,0.982062926,-4.64224185
PS.22.1.11Z..18.0....16.601467,0.105371236,0.564378511,0.289571927,0.775726994,0.984824786,-4.642354349
PS.22.2.13Z.16Z..20.1.11Z.....19.331999,-0.102395361,-2.104263784,-0.285112704,0.779082093,0.987826662,-4.642486227
C42.H87.N3.S4,-0.094681764,-1.19959815,-0.284708851,0.779386174,0.987826662,-4.642498072
Gln.Pro.Glu,-0.05672844,0.271331916,-0.282145833,0.781316853,0.989290959,-4.642572857
PS.18.1.9Z..22.2.13Z.16Z.....14.193281,-0.102062952,-1.869586802,-0.280348232,0.782671836,0.989290959,-4.642624912
PE.17.0.23.0..U....19.628916,0.102577757,0.746861057,0.279894115,0.783014251,0.989290959,-4.642638011
X2.Chloro.1.1.1.trifluoroethane,-0.102520684,0.87958422,-0.279734453,0.783134651,0.989290959,-4.642642611
Granisetron,-0.089787685,-0.579296952,-0.277984527,0.784454629,0.989498071,-4.642692864
X5.O...D.Mycaminosyltylactone,0.101981843,-0.742029991,0.277797883,0.784595456,0.989498071,-4.642698205
N.arachidonoyl.histidine...8.534785,0.039785143,-0.807531732,0.275534457,0.786303867,0.990833775,-4.642762701
Trihydroxycoprostanoic.acid,-0.039077236,-2.294585523,-0.270426591,0.790163354,0.99440443,-4.642906344
DG.20.3.5Z.8Z.11Z..22.2.13Z.16Z..0.0.,0.098098711,0.317823859,0.270059767,0.790440743,0.99440443,-4.642916558
C15.H28.N6,0.061730355,-0.117675149,0.26350581,0.795401639,0.999669891,-4.643096751
C28.H62.Cl.N7...10.338039,-0.104751871,-0.875077629,-0.262563261,0.796115833,0.999669891,-4.643122307
X8.Oxodeoxycoformycin...0.86538464,-0.096337421,0.06487838,-0.261794746,0.796698296,0.999669891,-4.643143077
C20.H6.Cl2.N2.O6,-0.0670954,0.375348127,-0.259752634,0.798246626,0.999669891,-4.643197978
X764.6014.12.504232,-0.078792157,0.795435184,-0.258819967,0.798954064,0.999669891,-4.643222911
mucic.acid...1.0624667,-0.059708414,-1.017533645,-0.257755807,0.79976146,0.999669891,-4.643251252
Leu.Pro.His,-0.036929308,-0.253253538,-0.256302239,0.800864685,0.999669891,-4.643289777
PS.20.2.11Z.14Z..22.2.13Z.16Z.....15.297501,0.06677725,-1.289498691,0.252558672,0.80370796,0.999669891,-4.643388008
C5.H5.Cl.O.S,-0.073670279,0.60603857,-0.252496276,0.803755374,0.999669891,-4.643389634
C28.H62.Cl.N7...10.469729,0.09236271,0.948328431,0.250023117,0.805635354,0.999669891,-4.643453733
PS.20.2.11Z.14Z..22.2.13Z.16Z.....15.168147,-0.055323143,-1.451074998,-0.245342799,0.809196465,0.999669891,-4.643573334
C23.H10.N10.O13,-0.060206194,0.298170868,-0.244441794,0.80988251,0.999669891,-4.643596102
Carboxytolbutamide,0.034850174,-0.192378199,0.237184272,0.815414327,0.999669891,-4.643776486
Anandamide..20.l..n.9.,0.074798803,2.063275179,0.236180194,0.816180453,0.999669891,-4.64380102
PS.20.3.8Z.11Z.14Z..22.2.13Z.16Z.....13.152389,0.089677021,-0.95613162,0.235884343,0.816406228,0.999669891,-4.643808229
X763.5965.11.413616,-0.083436236,-1.172964163,-0.234954987,0.817115564,0.999669891,-4.643830817
X790.6195.16.044655,-0.064764643,0.777516095,-0.232102177,0.819294005,0.999669891,-4.643899605
PS.18.1.9Z..22.1.11Z.....15.284,0.080277736,0.927618137,0.229535988,0.821254882,0.999669891,-4.643960773
C20.H8.N8.S,0.05891625,-2.496310488,0.223481705,0.825885898,0.999669891,-4.644102421
C40.H76.N16.O2.S...16.265146,-0.072403493,-0.770802959,-0.223192982,0.826106914,0.999669891,-4.644109082
C37.H49.N.O6,-0.064377239,0.459103432,-0.222156952,0.826900112,0.999669891,-4.644132916
C18.H36.O2,-0.088653533,-1.37242752,-0.221574762,0.82734593,0.999669891,-4.644146261
C25.H41.N9.O3,-0.063102266,-0.629687495,-0.217556994,0.830424221,0.999669891,-4.644237413
PE.16.1.9Z..20.3.8Z.11Z.14Z.....15.962085,0.065727421,0.607301943,0.214406743,0.83283984,0.999669891,-4.644307729
PS.20.2.11Z.14Z..22.2.13Z.16Z.....15.020752,-0.061062136,0.049751937,-0.213888085,0.833237714,0.999669891,-4.644319208
C47.H74.N10.O4,-0.065300564,-1.843476955,-0.21363221,0.833434019,0.999669891,-4.644324862
C3.H11.Cl.N4.S3...1.0816364,-0.080411964,-1.231537377,-0.207380532,0.838233735,0.999669891,-4.644460902
DG.14.1.9Z..18.0.0.0....7.795867,-0.046809321,-1.139466525,-0.207249321,0.838334543,0.999669891,-4.644463715
His.Cys,0.049662393,1.674434506,0.201865683,0.842473223,0.999669891,-4.644577588
PS.18.1.9Z..22.2.13Z.16Z.....13.876471,-0.057238067,-2.851053979,-0.201346894,0.842872297,0.999669891,-4.644588405
DG.22.4.7Z.10Z.13Z.16Z..22.4.7Z.10Z.13Z.16Z..0.0.,0.051836764,0.98417303,0.200944019,0.843182234,0.999669891,-4.644596785
N.arachidonoyl.histidine...13.965388,-0.0743349,-1.104181848,-0.199846787,0.844026487,0.999669891,-4.644619526
C35.H75.Cl.N16.O4,-0.065017957,-0.653834325,-0.198539549,0.845032581,0.999669891,-4.644646458
PI.20.2.11Z.14Z..18.2.9Z.12Z.....15.158999,-0.06477895,-0.383369913,-0.189410589,0.852066137,0.999669891,-4.64482965
C49.H79.Cl.N12,0.067068245,-1.998297186,0.183623705,0.856531444,0.999669891,-4.644941347
C3.H.Cl2.N3.O4.S...3.505161,0.047161293,0.744912986,0.182229756,0.857607807,0.999669891,-4.644967739
C47.H72.N14.O,0.07451285,-0.349628396,0.18184138,0.857907749,0.999669891,-4.644975057
PS.17.0.21.0....19.781,-0.070129171,-1.051883791,-0.181517527,0.858157879,0.999669891,-4.644981147
PS.18.1.9Z..22.2.13Z.16Z.....12.270351,-0.076891039,-2.20754952,-0.180469876,0.858967143,0.999669891,-4.645000774
C52.H78.N2.S,-0.065319386,0.286093039,-0.178262753,0.860672576,0.999669891,-4.645041755
C46.H76.N10.O5...21.391745,0.06674292,-1.981450639,0.176717605,0.861866927,0.999669891,-4.645070146
X12.tetradecynoic.acid,-0.064588795,-1.842787728,-0.173400681,0.864431968,0.999669891,-4.645130265
X763.5937.11.712501,-0.069281326,-1.193156507,-0.172985864,0.864752864,0.999669891,-4.645137703
Siphonaxanthin.ester..Siphonaxanthin.dodecenoate...Siphonein....20.192923,-0.050641564,-0.147417793,-0.172118202,0.865424154,0.999669891,-4.645153206
edetate,0.058513407,-1.487748066,0.170006574,0.867058313,0.999669891,-4.645190611
Hydroxybupropion,-0.069444236,0.234506046,-0.168409111,0.868294979,0.999669891,-4.645218603
C21.H41.N17.O3,0.063470486,-1.722757823,0.165569496,0.870494118,0.999669891,-4.645267713
PS.18.0.22.0.,-0.039911743,-0.444905182,-0.164364388,0.871427746,0.999669891,-4.645288304
C3.H.Cl2.N3.O4.S...3.2850301,0.044751729,0.643462402,0.156932875,0.877189398,0.999669891,-4.645411979
PS.22.4.7Z.10Z.13Z.16Z..22.1.11Z.....17.834332,0.048688771,-0.165346523,0.153435157,0.879903663,0.999669891,-4.645468219
PE.19.0.17.0....18.903545,0.052260214,-1.300248965,0.14976327,0.882754744,0.999669891,-4.645525902
Sulfamoyldapsone,0.039288679,0.252579243,0.148711207,0.883571938,0.999669891,-4.645542174
X280.4449.6.5917196,-0.052176802,0.91569573,-0.148094009,0.884051413,0.999669891,-4.645551666
PS.22.2.13Z.16Z..20.1.11Z.....19.737621,0.043432569,-1.291204271,0.147730431,0.884333882,0.999669891,-4.645557239
Cerebroside.C...8.9885,-0.050607393,0.413730779,-0.147467409,0.884538238,0.999669891,-4.645561263
PE.22.0.22.5.4Z.7Z.10Z.13Z.16Z.....12.945333,0.053794171,0.436543475,0.14719936,0.884746509,0.999669891,-4.645565356
X2.4.DP,0.051186707,-1.891907988,0.146815092,0.885045095,0.999669891,-4.645571211
C42.H86.N12.O.S3,-0.054613236,-1.948102719,-0.146646194,0.885176339,0.999669891,-4.645573779
PS.17.0.21.0....19.455551,-0.055872855,-1.837498155,-0.142838386,0.888136139,0.999669891,-4.645630906
X.R..Mevalonic.acid...2.1243846,-0.055615664,-1.699509418,-0.142365102,0.888504142,0.999669891,-4.645637902
C18.H34.O2...7.4113336,-0.056156979,0.429770946,-0.141657639,0.889054279,0.999669891,-4.645648316
C28.H62.Cl.N7...9.33329,-0.05340711,-2.021454007,-0.141150912,0.889448357,0.999669891,-4.645655744
PE.18.1.9Z..22.0....14.729315,0.034728464,-1.519786373,0.140069163,0.890289723,0.999669891,-4.645671512
C52.H82.O5.S,0.042137429,-0.145053875,0.13959156,0.890661238,0.999669891,-4.645678435
C37.H76.Cl2.N18,-0.051787957,0.006665345,-0.135991097,0.893462781,0.999669891,-4.645729868
PS.22.2.13Z.16Z..20.1.11Z.....18.837086,0.040720957,-0.205503554,0.135386937,0.893933025,0.999669891,-4.645738368
C5.H6.Cl.N.S4...0.35537502,0.049281786,-1.963026518,0.133783144,0.895181524,0.999669891,-4.645760747
PE.19.0.20.3.8Z.11Z.14Z..,0.05135375,-0.99539595,0.133652128,0.895283528,0.999669891,-4.645762564
PS.19.1.9Z..20.0....17.727953,-0.037492686,-1.422415195,-0.131520095,0.896943714,0.999669891,-4.645791875
PS.20.1.11Z..22.1.11Z.....16.595999,-0.042995236,-0.457156873,-0.12912117,0.898812314,0.999669891,-4.645824293
X763.5947.11.361946,0.050357886,-1.078100116,0.126721682,0.900681967,0.999669891,-4.645856125
X3.1...OH.2...Carotene...13.888687,-0.032042307,-1.153348845,-0.126223759,0.901070017,0.999669891,-4.645862656
X8.Methyl.lauric.acid,-0.03527194,0.80821671,-0.124595708,0.902339003,0.999669891,-4.645883831
X3.5.7.3..4..Pentahydroxy.6.8.dimethoxyflavone,-0.030178317,0.422188426,-0.123964486,0.902831083,0.999669891,-4.645891967
X446.3428.6.746142,-0.030285657,-1.5879395,-0.123057053,0.90353856,0.999669891,-4.645903591
PS.18.1.9Z..22.1.11Z..,-0.050938986,-0.154721593,-0.122444697,0.904016027,0.999669891,-4.645911388
PS.18.1.9Z..22.2.13Z.16Z.....14.508428,0.037725543,-0.7172035,0.121581801,0.904688911,0.999669891,-4.645922308
X2.5.Didehydro.D.gluconate,0.045488171,-1.04360868,0.121083599,0.905077442,0.999669891,-4.645928578
C22.H46.N16.S,-0.026775957,-0.996006964,-0.118143606,0.907370746,0.999669891,-4.645965055
X3.demethylubiquinone.9...11.955625,0.040076493,-0.70959038,0.117734039,0.907690291,0.999669891,-4.645970066
C14.H22.O...6.1564865,0.045966929,-1.519040777,0.117482824,0.907886297,0.999669891,-4.645973131
C3.H.Cl.N2.O4.S...1.2010385,-0.0367257,-1.108802488,-0.117015349,0.908251053,0.999669891,-4.645978817
PA.22.4.7Z.10Z.13Z.16Z..22.1.11Z..,0.043364559,-1.923605874,0.115663818,0.909305729,0.999669891,-4.645995128
PE.17.0.23.0..U....20.092972,-0.02970345,-2.446848107,-0.114970797,0.9098466,0.999669891,-4.646003419
C18.H27.Cl.N12.O10,0.035328543,0.164467445,0.114806151,0.909975106,0.999669891,-4.646005381
Siphonaxanthin.ester..Siphonaxanthin.dodecenoate...Siphonein.,-0.043991609,-1.818185771,-0.114692205,0.910064041,0.999669891,-4.646006738
PS.18.1.9Z..22.2.13Z.16Z.....12.553632,-0.047745064,-0.099071959,-0.114643694,0.910101905,0.999669891,-4.646007315
Siphonaxanthin.ester..Siphonaxanthin.dodecenoate...Siphonein....20.30257,0.026198086,-1.187572975,0.114085686,0.910537455,0.999669891,-4.646013935
PS.17.0.21.0....19.165281,-0.030707693,-0.326311246,-0.113383538,0.911085555,0.999669891,-4.64602222
PS.18.4.6Z.9Z.12Z.15Z..22.0....11.611502,0.03426535,-0.474351564,0.112198768,0.912010496,0.999669891,-4.646036084
Siphonaxanthin.ester..Siphonaxanthin.dodecenoate...Siphonein....20.015553,-0.042361911,-1.877211995,-0.111261759,0.912742104,0.999669891,-4.646046946
C33.H61.N3.O2...10.461053,0.032820836,-0.132611902,0.109653403,0.913998082,0.999669891,-4.646065378
C41.H88.N8.S4,-0.042686657,-1.145076955,-0.108134651,0.915184303,0.999669891,-4.646082538
TG.17.2.9Z.12Z..17.2.9Z.12Z..18.1.9Z...iso3.,0.040563293,0.773649204,0.107809408,0.915438361,0.999669891,-4.646086182
PS.20.1.11Z..22.1.11Z.....17.042473,-0.034636443,1.024666679,-0.106989232,0.916079069,0.999669891,-4.646095322
PS.22.4.7Z.10Z.13Z.16Z..22.1.11Z.....17.587542,-0.031461021,-1.203292364,-0.106815611,0.916214707,0.999669891,-4.646097247
C47.H92.N2.O2.S4...16.508266,0.038555193,-0.707323841,0.105746427,0.917050042,0.999669891,-4.646109039
Ile.Gln.Glu,-0.015046214,-1.535028043,-0.105243341,0.917443128,0.999669891,-4.646114546
Methanophenazine...14.158176,0.025126393,0.223669305,0.103517547,0.918791747,0.999669891,-4.646133239
PS.22.1.11Z..18.0....16.060265,0.030759057,-0.829005211,0.102535313,0.919559426,0.999669891,-4.64614374
PS.22.1.11Z..18.0....16.644669,0.030644857,-0.495621393,0.101717807,0.920198423,0.999669891,-4.646152404
PS.20.3.8Z.11Z.14Z..22.2.13Z.16Z.....13.214095,-0.037540971,-0.353116398,-0.101477489,0.920386276,0.999669891,-4.646154938
PS.22.4.7Z.10Z.13Z.16Z..19.0.,0.038951614,-1.285671202,0.101431572,0.920422169,0.999669891,-4.646155421
Ins.1.P.Cer.d18.1.22.0.,0.040656793,-0.595115361,0.100657257,0.921027476,0.999669891,-4.646163541
C21.H45.N17.O3,0.036799771,-1.838185823,0.098602482,0.922634001,0.999669891,-4.646184786
X.R..Mevalonic.acid...2.0173075,-0.035293221,0.362548772,-0.097848675,0.923223451,0.999669891,-4.646192471
Protopanaxadiol...18.811728,-0.025957093,-0.98721925,-0.097279582,0.923668493,0.999669891,-4.646198233
X9.oxo.nonanoic.acid,-0.0244775,0.898399907,-0.097180345,0.9237461,0.999669891,-4.646199235
PE.22.5.4Z.7Z.10Z.13Z.16Z..22.0.,-0.032572629,-0.656361645,-0.096460491,0.924309083,0.999669891,-4.646206468
PI.O.18.0.16.0.,-0.032383171,-0.037161532,-0.096051479,0.92462898,0.999669891,-4.646210555
X2.4.DP...1.0909033,-0.037993029,-0.943444423,-0.095840455,0.924794033,0.999669891,-4.646212656
L.Xylonate,-0.022040906,0.720372116,-0.094822343,0.925590396,0.999669891,-4.64622273
PS.20.2.11Z.14Z..22.2.13Z.16Z.....14.065072,-0.031485164,-0.816612221,-0.094423802,0.925902156,0.999669891,-4.646226644
Lactosylceramide..d18.1.18.0.,-0.030857743,-1.000754554,-0.092544172,0.927372668,0.999669891,-4.646244882
X848.5984.22.090826,0.035646621,-0.697027948,0.087447021,0.931361728,0.999669891,-4.646292498
X12.tetradecynoic.acid...12.616941,0.012152643,-1.089516827,0.085504343,0.932882582,0.999669891,-4.646309938
X147.9732.12.943772,-0.032018393,0.93627418,-0.084476359,0.933687463,0.999669891,-4.646319008
PS.20.3.8Z.11Z.14Z..22.2.13Z.16Z.....11.400711,0.032144756,-1.926569908,0.084187347,0.933913764,0.999669891,-4.646321538
X282.608.7.156316,-0.023222798,1.271749644,-0.084168541,0.933928489,0.999669891,-4.646321702
PE.16.1.9Z..20.3.8Z.11Z.14Z.....15.925332,-0.028718629,0.232228023,-0.08404899,0.934022102,0.999669891,-4.646322746
C45.H94.N2.O7.S3...19.569569,0.024405565,-1.258618159,0.083220993,0.934670476,0.999669891,-4.646329935
PS.18.0.22.0....21.84509,0.0280272,-1.155436916,0.083022841,0.934825649,0.999669891,-4.646331645
DG.22.3.10Z.13Z.16Z..22.3.10Z.13Z.16Z..0.0....9.540234,-0.028151707,-0.75378098,-0.082361243,0.935343767,0.999669891,-4.646337325
PS.P.20.0.17.2.9Z.12Z.....19.736002,0.0248299,-1.144464507,0.08216468,0.935497707,0.999669891,-4.646339004
N.arachidonoyl.histidine,0.028751043,1.056112595,0.082055322,0.935583353,0.999669891,-4.646339936
Dibenzo.1.4.dioxin.2.3.dione,-0.030112979,0.470308395,-0.080633383,0.936697046,0.999669891,-4.646351944
N.docosahexaenoyl.histidine...6.109187,-0.018075007,0.109083555,-0.080275168,0.93697763,0.999669891,-4.646354936
Inosine.diphosphate..IDP.,-0.036652822,0.680092359,-0.079379618,0.937679135,0.999669891,-4.646362359
PS.22.2.13Z.16Z..20.1.11Z.....19.877647,0.02316155,-1.213771213,0.0792798,0.937757328,0.999669891,-4.646363181
TG.17.0.17.1.9Z..18.3.9Z.12Z.15Z...iso6....18.548117,0.027735779,-0.674385979,0.076511927,0.939925816,0.999669891,-4.646385566
Siphonaxanthin.ester..Siphonaxanthin.dodecenoate...Siphonein....20.23265,-0.027797264,1.03090638,-0.076157153,0.940203799,0.999669891,-4.646388378
TG.16.1.9Z..17.0.17.2.9Z.12Z...iso6....17.525421,-0.022043929,0.00351508,-0.076032744,0.940301281,0.999669891,-4.646389361
Fexofenadine,-0.027924674,-1.60696434,-0.075793665,0.940488618,0.999669891,-4.646391246
Siphonaxanthin.ester..Siphonaxanthin.dodecenoate...Siphonein....20.375544,-0.022268014,-0.986713984,-0.072862739,0.942785511,0.999669891,-4.646413866
X3.demethylubiquinone.9...11.273262,-0.028784219,-1.762487924,-0.072514294,0.943058614,0.999669891,-4.646416496
X846.6207.21.131279,-0.0260497,-0.511211913,-0.071714842,0.943685232,0.999669891,-4.646422482
C10.H14.Cl2.O6.S,0.021868164,0.874611382,0.071447321,0.943894926,0.999669891,-4.64642447
C8.H.Cl.O...18.458178,-0.027765471,0.765247441,-0.071273789,0.94403095,0.999669891,-4.646425756
C41.H86.N8.S4,-0.026927574,-1.261192495,-0.069489504,0.945429673,0.999669891,-4.646438797
C8.H.Cl.O,-0.023530321,1.224261143,-0.069307158,0.945572627,0.999669891,-4.646440111
PS.18.1.9Z..22.1.11Z.....15.71246,-0.024903307,0.07826492,-0.066804401,0.947534903,0.999669891,-4.646457798
PS.20.2.11Z.14Z..22.2.13Z.16Z..,-0.022072393,-0.20619937,-0.066372421,0.94787363,0.999669891,-4.646460785
PS.22.2.13Z.16Z..20.1.11Z.....19.16058,0.024685821,-1.890115839,0.065713772,0.948390115,0.999669891,-4.646465302
C3.H11.Cl.N4.S3...0.25275755,0.025492579,-1.161703463,0.065232504,0.948767521,0.999669891,-4.646468575
PS.20.2.11Z.14Z..22.2.13Z.16Z.....14.245974,-0.024384701,-2.028925627,-0.065051001,0.948909857,0.999669891,-4.646469802
PS.22.2.13Z.16Z..20.1.11Z.....19.633228,-0.021324371,-0.948039418,-0.065003695,0.948946955,0.999669891,-4.646470122
PE.16.1.9Z..20.3.8Z.11Z.14Z.....15.758519,-0.022545714,-0.471491352,-0.064931627,0.949003472,0.999669891,-4.646470608
X696.3234.6.458382,-0.012884929,-1.102146914,-0.064876061,0.949047048,0.999669891,-4.646470983
TG.16.1.9Z..17.0.17.2.9Z.12Z...iso6....17.884476,-0.018653407,-0.236588427,-0.06465614,0.949219516,0.999669891,-4.646472462
Cerebroside.D,-0.019285079,-0.533776136,-0.064044315,0.94969934,0.999669891,-4.64647655
Borrelidin,-0.014210693,1.553265368,-0.062908204,0.950590387,0.999669891,-4.64648404
X12.tetradecynoic.acid...6.0913196,0.014995543,-1.833469504,0.062670163,0.950777091,0.999669891,-4.646485592
C24.1.Sulfatide,0.018770821,-1.482092995,0.062282404,0.951081229,0.999669891,-4.646488108
C15.H20.N6.O11,-0.017961814,-0.034643389,-0.062223117,0.951127731,0.999669891,-4.646488491
C3.H11.Cl.N4.S3...1.8978751,0.024855814,-0.113468838,0.061639781,0.951585287,0.999669891,-4.646492243
C3.H.Cl2.N3.O4.S...2.8114858,0.015989736,-0.434602832,0.061621181,0.951599876,0.999669891,-4.646492362
Cys.Cys.Cys...0.7961817,0.020499243,-1.31048912,0.061017289,0.952073574,0.999669891,-4.646496208
DG.22.1.13Z..22.4.7Z.10Z.13Z.16Z..0.0..iso2.,-0.017885007,-0.866326614,-0.059919581,0.952934673,0.999669891,-4.646503101
PE.18.3.6Z.9Z.12Z..18.0....15.793577,0.020410329,-0.150116818,0.059524764,0.953244403,0.999669891,-4.64650555
C48.H89.Cl.O3.S3,-0.019348071,-0.50242,-0.05891856,0.953719978,0.999669891,-4.646509279
X62.9966.13.948444,0.017657286,-0.8935105,0.058661777,0.953921433,0.999669891,-4.646510846
C3.H11.Cl.N4.S3...1.5773451,-0.017939521,-0.867909241,-0.057670178,0.954699407,0.999669891,-4.646516837
C4.H2.Cl2.O2.S2...2.6625714,-0.016598964,-0.49283568,-0.057300989,0.954989072,0.999669891,-4.646519041
X307.1855.14.102644,-0.016956864,0.292222455,-0.055647783,0.956286252,0.999669891,-4.646528738
Zinc.protoporphyrin.9,0.019675221,-0.25712568,0.055506428,0.956397171,0.999669891,-4.646529554
C34.H53.N7.O2,-0.023894457,-0.697574961,-0.055387587,0.956490425,0.999669891,-4.646530238
C9.H18.N10.O2,0.020644464,0.086668975,0.055122196,0.956698679,0.999669891,-4.646531761
PI.20.2.11Z.14Z..18.2.9Z.12Z.....13.9443,0.0232727,-0.189074207,0.055091448,0.956722807,0.999669891,-4.646531937
PE.20.0.22.1.13Z.....20.97371,-0.02145529,-1.881585839,-0.054816973,0.956938192,0.999669891,-4.646533504
C3.H.Cl2.N3.O4.S...1.605818,0.0182114,-0.438302104,0.054195424,0.957425944,0.999669891,-4.646537022
C8.H20.N2.O3,-0.015943064,0.123299825,-0.054061478,0.957531058,0.999669891,-4.646537776
PS.22.4.7Z.10Z.13Z.16Z..22.1.11Z.....17.92593,-0.012970929,-1.247345355,-0.053761837,0.957766206,0.999669891,-4.646539453
X2.4.Dichlorophenoxyacetic.Acid..Methyl.Ester,-0.020448336,-1.850539346,-0.053470344,0.957994962,0.999669891,-4.646541077
C5.H6.Cl.N.S4...0.21716213,-0.019273107,-1.953448698,-0.052283618,0.958926316,0.999669891,-4.646547594
C26.H52.Cl2.S...8.935361,0.020718464,-1.079095048,0.052083643,0.959083264,0.999669891,-4.646548678
Methanophenazine...14.095334,0.012194771,0.325970254,0.051992505,0.959154793,0.999669891,-4.646549171
C8.H20.N2.O3...0.63936365,0.016465779,0.259197788,0.051461673,0.959571422,0.999669891,-4.646552023
C44.H89.Cl.O12...15.847731,-0.019372981,-1.311751119,-0.050927174,0.959990941,0.999669891,-4.646554865
X872.6964.18.251501,0.018098407,-0.013964187,0.050585143,0.960259401,0.999669891,-4.646556668
PI.18.0.20.0....17.499668,-0.019281071,-0.54266165,-0.049643859,0.960998241,0.999669891,-4.646561568
C24.H51.Cl.N2.S2,0.019939143,0.176230589,0.049348205,0.961230316,0.999669891,-4.646563088
C42.H72.N16.O3...21.55328,0.018411849,-1.898644987,0.04892625,0.961561536,0.999669891,-4.646565241
C3.H5.Cl3.O2,0.018432857,-0.417719125,0.048675506,0.961758366,0.999669891,-4.646566512
PS.22.1.11Z..18.0....16.218111,-0.016857993,-0.174073357,-0.048180375,0.962147042,0.999669891,-4.646569003
X8.Oxodeoxycoformycin,0.015986957,-0.967670439,0.046722583,0.963291461,0.999669891,-4.646576188
PS.17.0.21.0....19.661848,-0.017398545,-1.611763207,-0.046669954,0.963332778,0.999669891,-4.646576443
C33.H61.N3.O2,0.017200029,-1.999235246,0.046588079,0.963397056,0.999669891,-4.64657684
Ins.1.P.Cer.d18.1.22.0....21.167103,-0.016302451,-2.042277975,-0.045102457,0.964563414,0.999669891,-4.646583915
C20.H22.Cl2.N2.O9.S2,0.018320257,0.531247021,0.044867634,0.964747781,0.999669891,-4.646585012
C46.H86.Cl.N5.O.S,-0.015001293,0.986178646,-0.044565571,0.964984943,0.999669891,-4.646586415
PS.18.0.20.0....16.727158,0.015287893,-0.638455421,0.04454941,0.964997631,0.999669891,-4.64658649
PS.18.0.22.0....13.199695,-0.017153616,-1.831357033,-0.044017667,0.965415133,0.999669891,-4.646588936
C41.H90.N8.O5.S3,-0.012820122,-1.197489723,-0.043520319,0.965805639,0.999669891,-4.646591197
PI.20.2.11Z.14Z..18.2.9Z.12Z.....15.0858,-0.016114707,-0.747532825,-0.043423775,0.965881443,0.999669891,-4.646591633
X872.6955.18.55154,-0.013264407,-0.78945912,-0.043313391,0.965968116,0.999669891,-4.64659213
C3.H.Cl2.N3.O4.S...1.7370625,-0.014321707,-1.102037604,-0.042722021,0.966432461,0.999669891,-4.646594773
C50.H94.N4.O2.S2,-0.009788964,-0.096998948,-0.042431154,0.966660855,0.999669891,-4.646596059
PS.20.2.11Z.14Z..18.0....11.777619,0.01428755,0.155863616,0.041804082,0.967153254,0.999669891,-4.646598803
Siphonaxanthin.ester..Siphonaxanthin.dodecenoate...Siphonein....20.144222,0.016241611,-1.788311766,0.041761254,0.967186885,0.999669891,-4.646598989
X12.tetradecynoic.acid...12.715933,0.005725357,-1.004203107,0.040424847,0.968236325,0.999669891,-4.646604693
X2.3.Dihydroxyvaleric.acid,-0.013464629,1.582809782,-0.040324154,0.968315399,0.999669891,-4.646605116
Methanophenazine...14.047713,-0.009254971,0.099692914,-0.03986256,0.96867789,0.999669891,-4.646607038
X9.oxo.2E.decenoic.acid...4.5556254,-0.013194536,-0.659955107,-0.038463574,0.969776562,0.999669891,-4.64661273
PI.20.0.16.0....12.765467,-0.014671671,0.333354514,-0.037949658,0.970180174,0.999669891,-4.646614769
PS.21.0.22.6.4Z.7Z.10Z.13Z.16Z.19Z..,-0.012872207,-0.671896534,-0.037637891,0.970425029,0.999669891,-4.646615993
PS.18.0.20.0....16.988876,0.011493671,1.028580173,0.036797175,0.971085324,0.999669891,-4.646619244
X846.6805.17.041143,-0.010717286,0.06807773,-0.036360259,0.971428485,0.999669891,-4.646620904
